rainfall_mm,temperature_c,soil_ph,soil_moisture_pct,fertilizer_kg_per_hectare,irrigation_level_pct,yield_tons_per_hectare
637.7,25.0,7.54,38.3,114.3,35.0,5.52
494.0,30.5,6.44,57.8,68.7,44.9,5.36
808.5,30.7,6.67,68.5,143.3,40.0,5.9
607.5,31.2,6.42,32.5,19.7,64.3,5.45
858.4,19.5,7.49,51.9,143.3,22.4,5.78
411.0,33.0,6.29,60.7,7.9,67.9,4.85
882.7,25.2,7.53,45.2,41.4,35.8,5.63
1008.4,26.2,6.42,10.8,17.8,39.8,4.55
301.6,41.2,5.81,48.7,167.0,26.9,3.38
893.5,29.5,7.04,56.4,97.6,29.4,5.26
1106.9,26.1,6.26,30.8,2.1,87.0,4.85
497.6,17.0,7.0,41.2,0.8,42.0,4.53
1218.1,34.9,4.32,27.7,27.5,97.4,4.49
904.8,21.3,6.5,6.4,12.4,34.1,5.51
623.7,23.0,6.13,60.4,79.6,15.9,5.73
786.1,26.3,5.65,44.9,87.2,36.4,5.44
939.6,35.1,6.06,69.0,227.7,44.6,5.13
819.0,31.9,6.04,57.9,243.0,84.0,5.7
934.7,27.2,6.46,39.7,86.0,76.8,5.58
569.8,29.5,5.41,43.8,0.5,26.0,5.46
842.3,25.0,6.75,53.5,35.6,27.3,5.21
446.6,28.7,7.59,59.5,57.6,60.0,5.17
772.2,28.4,6.72,49.8,55.3,47.4,5.32
574.0,32.8,7.15,61.6,74.0,16.7,5.33
616.1,32.8,7.38,40.5,258.6,60.0,5.46
1109.0,30.5,7.49,30.0,173.2,39.9,4.9
1072.8,26.2,8.0,44.0,9.2,32.2,4.86
952.3,31.7,6.1,48.1,24.7,92.8,5.64
526.9,27.5,5.93,27.0,143.2,49.8,4.96
720.9,22.6,7.13,24.9,139.1,93.4,5.67
1103.3,26.0,7.07,51.7,25.8,44.8,5.15
835.4,28.4,7.12,38.9,104.9,40.2,5.33
1379.8,32.6,8.01,42.5,89.2,19.1,3.54
898.3,27.1,6.51,39.6,51.3,38.6,6.07
848.0,22.0,6.84,67.8,18.0,30.4,5.06
722.7,28.3,5.72,63.9,175.6,71.2,5.72
833.4,28.6,8.21,26.4,90.6,25.9,5.55
761.9,28.9,6.23,37.0,14.8,93.2,5.62
977.0,32.6,6.25,57.8,97.6,16.2,5.2
1039.2,33.1,6.22,54.0,108.2,58.9,5.61
603.5,25.0,5.98,44.4,174.3,28.6,5.08
467.2,24.9,5.92,27.9,20.2,72.7,5.31
340.9,22.8,6.08,34.8,350.0,44.8,4.71
927.0,31.5,5.41,37.2,13.3,61.9,4.52
524.2,35.2,5.87,49.2,73.4,22.0,5.58
261.8,26.4,8.06,70.6,85.6,71.1,4.34
897.1,26.8,7.09,34.7,43.4,32.9,5.78
1423.2,35.3,7.24,29.6,51.6,23.3,3.7
798.5,30.5,7.44,43.4,177.2,94.6,5.62
1009.6,30.2,7.97,60.5,82.9,92.4,5.39
820.5,22.0,5.08,23.3,55.0,78.9,5.52
775.3,31.4,5.52,66.8,11.0,18.1,5.01
1029.8,23.4,5.86,42.4,0.6,37.7,5.58
727.4,22.3,6.12,34.0,10.7,11.7,5.78
866.8,26.3,6.26,21.0,250.2,39.0,5.75
880.4,25.1,6.14,55.6,115.5,66.0,6.05
633.0,26.9,6.68,42.4,273.2,65.0,6.17
1048.0,20.8,6.53,47.6,2.9,45.4,5.29
756.3,32.8,5.92,31.5,91.2,25.5,5.26
611.1,33.6,4.76,40.2,3.6,47.7,4.11
934.1,18.3,5.71,37.7,121.9,31.0,5.54
575.4,32.9,6.06,43.5,38.4,84.9,5.55
807.0,23.9,6.3,35.0,8.1,55.3,5.27
797.7,32.3,5.6,22.0,67.2,47.1,5.42
1071.5,27.7,6.11,85.9,26.3,76.2,5.27
918.7,28.1,5.6,24.5,86.2,68.4,5.75
793.7,27.1,6.4,47.7,85.9,23.2,5.78
1004.4,34.1,5.64,18.4,97.7,45.6,4.8
1147.6,21.8,5.82,15.0,350.0,58.2,5.58
939.5,31.0,5.45,46.5,39.1,37.0,5.34
802.6,33.5,6.38,47.6,50.1,56.6,5.31
472.0,31.6,5.81,63.9,130.6,70.5,4.76
533.7,39.6,7.23,51.0,69.1,38.3,4.67
723.7,25.4,6.82,42.8,3.0,28.5,6.19
647.6,32.8,6.44,30.8,148.2,12.6,5.34
753.3,27.5,5.86,67.5,4.2,59.4,5.33
814.2,34.2,6.8,58.9,15.0,31.9,5.2
932.4,28.0,7.05,26.3,8.6,72.8,5.4
782.4,26.1,6.61,45.6,6.5,21.0,5.37
921.6,34.5,7.78,47.2,2.1,53.3,5.64
816.1,25.5,6.87,39.8,4.5,51.0,5.56
306.1,20.9,7.23,56.6,46.7,15.7,4.03
565.2,25.4,6.61,57.5,23.3,37.1,5.0
764.0,31.1,7.04,42.1,10.8,47.7,5.75
497.6,35.0,5.86,40.8,86.0,60.7,5.1
950.0,28.6,6.13,67.5,20.5,66.1,5.37
1182.7,34.6,6.78,59.0,1.5,72.3,4.45
1104.7,21.2,6.77,46.1,43.4,27.3,5.38
746.6,25.8,6.91,20.6,29.7,65.3,5.3
1172.7,26.6,7.38,50.2,30.7,36.5,4.9
837.2,27.4,5.36,55.5,47.1,39.8,5.79
715.7,28.4,5.72,5.0,88.4,25.9,5.06
646.6,31.5,6.68,48.8,76.7,58.4,5.95
724.4,25.8,5.92,38.7,221.5,72.8,5.5
703.0,28.7,9.2,41.7,58.3,69.4,5.18
842.6,27.8,6.91,31.4,51.2,47.1,5.65
840.1,23.4,6.44,42.8,19.2,21.5,4.89
800.8,27.4,6.09,65.9,112.6,33.6,5.53
909.2,27.3,6.12,38.3,12.1,45.7,5.66
1097.7,27.2,6.52,59.5,54.0,71.0,5.17
1037.4,28.2,6.59,32.9,43.8,47.2,5.29
428.8,28.4,6.13,56.4,85.9,51.3,5.04
161.5,25.8,6.28,45.0,199.7,58.7,4.46
1033.6,34.4,7.58,50.3,234.4,84.6,5.53
458.3,22.2,7.61,45.1,14.7,18.4,4.73
743.8,24.4,6.7,54.6,24.3,25.4,5.35
507.5,41.9,5.43,6.5,133.6,42.7,4.2
349.5,22.8,6.93,23.7,58.4,43.8,4.73
935.4,21.2,7.74,51.3,48.3,59.9,5.82
989.8,31.7,7.6,14.3,99.2,16.2,5.29
655.9,17.6,7.09,37.0,73.7,15.9,4.36
152.2,26.8,7.64,44.2,282.5,64.8,4.38
663.4,38.7,6.54,32.6,70.2,38.8,4.91
898.0,20.3,7.0,34.6,50.2,69.3,5.68
430.3,18.1,5.96,49.1,62.6,45.1,4.34
845.8,20.5,6.73,60.1,132.2,68.0,5.71
796.2,32.5,7.56,30.6,75.9,46.7,5.45
944.8,33.6,6.03,36.4,83.3,25.2,4.93
829.9,25.4,5.81,34.0,284.5,44.3,6.32
556.7,31.4,6.58,8.7,77.1,67.9,5.36
1099.1,35.0,6.32,47.1,38.3,40.4,4.76
760.4,36.9,7.02,59.0,94.0,36.7,5.75
793.2,26.8,6.14,60.2,86.2,39.2,5.88
566.7,16.5,7.87,31.9,1.1,54.2,5.24
689.2,23.9,5.47,26.2,50.4,70.2,5.32
578.8,25.9,7.5,45.3,108.7,39.3,5.69
756.8,26.7,5.89,57.4,55.3,49.1,6.1
1227.9,27.1,5.06,47.3,121.0,31.8,5.2
457.0,33.6,6.69,49.3,48.0,63.2,5.26
396.6,34.4,6.3,62.1,327.5,43.2,5.27
1167.8,27.1,5.61,33.9,27.7,76.3,5.48
747.7,33.5,5.15,41.7,7.7,89.5,4.56
632.7,29.8,6.49,69.5,45.0,33.1,5.27
1060.0,28.3,7.28,42.0,62.4,45.1,4.84
648.6,32.5,6.97,26.0,34.4,55.5,4.74
1256.5,28.4,6.55,35.0,22.2,70.6,4.53
969.5,38.3,6.88,30.9,89.2,21.4,4.72
678.0,20.8,6.48,50.4,37.9,62.6,6.02
1339.3,25.4,5.36,31.6,79.8,63.3,4.04
648.6,27.4,5.36,49.1,120.8,25.3,5.66
985.5,30.2,6.34,34.0,114.5,52.9,6.07
874.8,34.3,6.37,13.1,37.6,33.8,4.99
1125.4,27.9,7.18,49.6,67.1,51.5,5.84
1190.4,20.9,7.11,47.2,47.8,74.1,4.47
808.0,32.2,6.98,52.8,163.7,69.2,5.53
611.6,31.8,6.28,34.9,168.8,57.8,6.06
915.0,18.3,5.4,33.3,33.7,98.1,5.25
630.6,28.0,6.83,51.0,7.7,64.8,5.39
1303.3,20.0,6.92,67.8,14.7,34.6,4.77
834.1,24.7,4.59,45.2,36.6,20.9,5.53
708.7,23.5,5.83,51.4,66.5,52.0,5.23
846.2,32.0,5.95,40.2,85.6,28.4,5.71
463.2,28.6,6.59,21.8,32.2,45.3,4.76
557.1,21.6,5.86,59.5,88.1,82.1,5.43
1100.1,32.4,6.47,58.6,222.1,68.7,5.39
635.8,20.8,6.33,55.7,84.4,43.8,5.44
538.3,29.7,6.37,42.3,13.8,31.0,5.3
934.2,23.9,5.93,54.0,69.3,47.0,5.42
1096.4,26.2,5.99,58.4,62.5,29.7,5.38
979.7,30.5,5.64,69.3,163.6,12.3,5.68
1049.0,30.6,6.8,59.8,34.5,34.6,5.2
610.8,34.7,6.96,46.0,44.0,37.4,5.16
444.5,27.6,5.88,25.4,73.0,72.3,5.17
1175.3,29.5,7.72,47.3,59.5,80.9,5.08
719.3,25.8,6.25,48.8,101.6,17.5,5.7
737.3,28.9,7.72,55.6,3.3,95.8,5.46
1132.0,30.2,5.99,65.3,66.3,14.2,4.98
939.1,27.5,4.88,43.6,10.4,30.2,5.28
914.0,19.0,6.82,76.5,30.3,55.4,5.23
1341.3,29.7,6.7,18.6,86.7,49.7,4.21
639.1,29.8,6.53,51.3,13.7,46.8,5.69
1032.0,24.6,5.99,33.0,29.6,87.3,6.08
814.3,21.6,6.47,16.4,97.1,17.0,6.25
867.1,35.4,6.09,42.0,84.2,16.7,5.3
1182.1,30.5,6.26,23.1,7.6,28.1,4.3
927.0,26.9,7.17,42.6,68.9,67.7,5.65
934.6,22.3,6.65,45.5,12.7,33.7,5.49
1068.1,23.9,6.99,61.8,23.3,10.0,5.49
708.8,34.5,6.31,22.4,49.2,53.1,5.0
590.2,28.7,6.23,58.6,9.3,61.9,5.32
538.8,25.2,5.58,46.5,350.0,27.6,5.29
308.4,30.5,6.2,60.4,14.5,22.7,4.8
1314.1,23.9,4.0,38.5,121.6,55.8,4.4
524.2,35.5,6.03,25.0,141.7,52.1,4.92
744.7,34.8,6.43,26.7,350.0,19.6,5.47
730.8,25.7,6.95,25.6,44.8,72.3,5.25
876.9,24.9,6.29,52.2,165.8,49.1,6.06
1003.9,14.9,6.78,67.2,252.7,30.6,5.41
1015.1,20.6,4.76,36.5,15.2,77.6,4.63
654.2,21.3,6.45,54.4,52.2,78.4,5.47
758.2,28.7,5.16,22.1,5.0,55.7,5.16
870.6,26.4,5.53,47.7,77.6,16.8,5.53
737.8,21.3,6.35,55.0,69.7,80.9,5.66
1201.8,26.6,7.52,23.3,18.3,89.5,4.85
922.7,30.5,6.8,41.9,127.9,70.5,6.18
983.7,30.6,6.51,55.7,3.0,61.5,5.46
965.7,18.5,6.48,5.0,131.3,27.9,5.55
1093.4,27.4,5.93,65.0,2.2,46.0,5.18
845.3,21.1,6.06,50.3,85.6,15.2,5.55
475.8,32.5,6.84,55.8,6.6,62.6,4.85
899.9,31.9,5.39,38.8,23.1,68.5,5.6
637.2,23.5,6.97,19.2,102.4,39.7,5.69
667.8,24.2,6.19,53.0,26.3,55.9,5.99
946.6,25.7,7.16,43.8,57.3,57.9,5.66
1109.6,16.7,7.27,45.5,197.4,66.6,4.86
805.3,29.7,5.16,61.3,4.1,36.5,5.23
877.2,26.6,6.03,56.4,133.3,7.5,5.28
1225.6,32.9,5.82,73.8,5.4,52.4,4.34
860.2,22.5,5.05,47.3,10.8,57.6,5.07
1450.4,24.9,5.67,34.6,10.2,60.6,3.6
941.4,20.5,8.45,42.2,350.0,12.9,5.5
359.8,23.0,6.99,51.2,15.9,76.5,4.76
988.3,22.1,8.03,60.2,181.7,74.0,5.57
895.3,33.0,7.16,23.0,350.0,48.4,5.46
1122.4,24.5,5.91,45.1,38.7,34.5,5.5
968.3,28.6,6.19,69.1,79.8,58.8,5.68
765.4,26.1,6.97,41.4,120.8,57.8,5.43
493.9,21.7,6.85,59.0,39.9,3.1,5.12
747.7,27.2,6.04,52.4,14.1,64.0,6.07
587.4,31.0,5.29,59.3,45.5,19.4,5.03
654.9,22.0,9.13,32.9,118.2,46.4,5.07
947.1,32.0,6.39,32.9,121.4,59.3,5.77
1217.5,23.8,6.24,45.3,21.0,78.2,4.67
898.7,25.6,6.59,22.0,15.4,19.3,4.99
501.0,30.7,6.31,41.0,202.6,33.2,4.92
911.2,24.7,6.6,48.8,3.6,41.1,5.69
1099.2,28.2,7.53,71.8,106.2,64.3,5.57
647.6,26.4,6.4,51.0,3.8,80.4,5.37
766.5,28.6,5.57,54.4,145.6,18.2,5.37
803.7,16.1,6.37,62.5,188.7,65.5,5.94
603.8,18.9,6.13,30.5,28.2,14.1,5.12
962.1,31.1,7.64,42.5,6.1,45.7,4.59
769.8,33.2,7.44,81.4,52.4,46.6,5.34
904.9,23.4,6.59,43.8,28.4,51.8,5.7
578.1,26.8,5.48,61.7,43.2,34.9,5.76
690.6,29.5,5.52,59.5,87.5,28.3,5.81
980.6,31.5,6.51,22.8,18.8,8.9,5.33
706.8,17.9,6.77,49.7,35.3,40.9,5.16
1231.7,23.6,6.2,47.2,122.1,22.7,4.56
700.1,26.3,6.12,49.9,82.6,42.2,5.9
856.2,31.5,6.03,33.7,31.6,49.0,5.44
1033.1,40.5,6.48,28.2,87.3,63.0,4.78
445.4,26.9,4.59,37.9,116.0,66.8,5.1
359.8,21.0,5.62,43.5,71.8,72.0,5.3
418.6,30.0,6.0,62.8,21.9,53.1,4.72
1115.6,34.6,7.47,72.3,0.0,80.1,4.68
662.0,28.5,5.85,65.9,129.9,50.1,5.51
1439.5,23.5,6.64,57.9,138.4,54.3,3.81
658.9,32.8,6.68,29.9,95.7,27.3,5.78
846.1,31.3,7.54,38.9,6.4,54.8,5.29
1185.5,22.9,7.51,48.1,70.4,40.1,5.75
1301.5,29.9,6.45,35.5,137.6,81.5,4.35
1315.4,33.0,6.12,53.7,39.5,86.2,4.39
1102.1,33.9,5.97,55.8,17.7,38.2,4.89
1056.0,27.7,6.31,53.0,70.9,49.7,5.85
948.1,26.2,6.15,60.4,140.0,47.5,5.52
994.6,34.1,6.94,31.4,4.0,44.7,4.79
662.2,21.9,6.84,59.0,72.7,47.9,5.23
595.5,30.2,6.97,34.6,82.4,53.4,5.92
799.2,21.1,7.51,30.9,73.8,31.5,5.04
757.5,33.3,7.99,53.0,84.0,78.3,5.5
686.7,26.7,6.6,63.2,79.8,32.6,6.42
974.1,34.3,7.38,52.3,11.2,23.4,5.32
1038.8,30.5,6.22,45.3,21.4,64.9,5.67
822.1,21.9,7.45,49.7,77.2,90.4,6.35
1169.4,35.1,7.35,47.0,1.4,65.2,4.57
514.6,35.8,7.31,28.1,80.6,25.6,4.84
751.6,32.4,6.58,26.4,87.6,64.9,5.55
620.8,24.2,5.97,43.8,21.9,53.9,5.46
333.4,26.5,5.38,46.2,72.9,47.3,4.53
779.3,28.7,6.47,45.2,61.1,4.5,5.99
769.6,24.5,7.73,55.1,24.2,28.7,5.31
1178.4,36.5,6.25,41.8,49.7,24.6,4.4
957.7,28.7,7.13,53.4,192.3,55.9,5.4
544.0,14.5,7.18,42.8,44.5,67.1,5.25
1263.5,29.7,6.27,72.4,79.5,25.6,5.08
1105.3,26.3,7.55,46.2,2.9,40.8,4.36
945.5,27.6,4.17,80.1,6.5,66.6,5.4
743.4,26.2,5.52,50.3,6.8,92.0,5.84
560.1,32.0,5.77,41.8,120.5,44.5,5.76
706.9,33.6,5.84,31.5,34.5,75.3,5.46
1072.2,29.4,6.77,23.4,20.7,38.1,5.24
1271.1,26.3,6.73,30.1,110.1,5.2,4.77
1185.8,27.8,6.82,31.8,14.9,41.3,4.53
677.8,28.1,6.98,50.9,22.6,76.3,5.57
520.1,24.0,5.74,37.1,45.1,45.6,5.14
835.2,30.9,5.53,47.8,32.2,53.0,5.81
357.9,30.3,6.82,64.2,70.4,57.1,4.71
880.8,35.7,6.0,43.7,33.0,45.0,5.31
763.1,34.3,5.24,76.2,39.9,76.8,4.88
683.5,24.6,7.28,27.4,159.0,24.1,6.22
401.3,32.1,7.62,42.7,172.7,67.7,5.07
928.4,23.2,7.75,36.9,140.7,91.9,5.41
666.8,31.5,6.65,59.0,160.1,55.7,6.01
507.5,25.4,7.0,11.4,67.5,64.8,5.24
100.0,22.9,7.6,23.4,83.1,42.5,3.61
793.1,29.4,5.99,43.4,65.2,65.2,6.67
1243.1,14.6,7.39,68.3,123.2,76.3,4.89
1215.3,19.2,6.72,48.4,64.1,90.5,5.32
685.7,27.1,7.23,24.7,9.4,18.9,5.16
649.4,28.4,6.65,27.0,132.7,59.9,5.73
917.2,26.2,7.54,70.1,114.4,21.9,5.48
550.4,20.1,6.68,35.7,137.3,76.5,5.19
875.4,23.9,5.31,30.9,16.9,76.7,5.38
991.5,30.0,7.66,67.2,25.4,64.4,5.63
1106.7,30.9,5.74,60.2,28.0,60.7,5.19
775.0,27.9,7.5,64.1,56.8,49.0,5.27
749.1,33.8,6.43,30.7,11.5,89.4,5.3
580.5,30.0,7.44,22.1,38.9,24.2,4.88
593.3,24.3,7.41,47.0,16.1,47.4,5.5
743.4,26.6,6.84,50.0,24.6,63.9,5.46
891.8,21.0,6.91,50.5,98.0,61.8,5.62
1028.4,27.5,6.84,67.2,154.4,91.7,5.36
599.2,33.6,4.89,19.0,1.9,38.9,5.18
1173.2,31.4,6.59,57.9,66.8,43.8,4.96
732.2,35.0,5.61,28.6,2.9,45.4,4.95
794.7,26.5,6.64,57.8,7.1,48.0,5.66
613.2,34.7,5.59,37.9,97.7,77.2,5.44
193.9,27.0,5.55,32.8,106.4,84.8,3.99
1021.0,35.4,7.78,35.9,134.6,74.9,5.26
984.2,27.9,7.36,23.3,51.4,73.7,5.48
729.7,31.5,6.5,45.6,157.2,30.9,6.0
816.7,35.4,6.65,33.4,14.6,75.5,5.44
929.0,27.0,6.3,56.8,23.0,51.7,5.55
409.4,29.1,6.96,54.6,11.6,36.4,4.8
667.7,34.4,5.96,70.3,127.8,27.4,5.25
998.6,27.3,7.29,50.5,20.8,19.4,5.34
486.4,21.4,6.3,52.8,13.5,47.0,5.1
873.4,38.7,6.16,66.0,78.1,40.6,5.01
460.9,25.7,6.52,35.6,6.4,31.6,4.53
916.6,28.8,6.03,22.7,3.7,51.3,5.11
791.1,33.8,6.76,48.0,9.0,6.7,5.58
396.2,25.0,6.07,23.7,0.0,24.9,4.4
1091.2,23.0,6.87,81.8,95.5,21.5,5.14
616.4,29.3,7.47,66.8,66.1,60.1,5.54
597.4,19.0,5.92,77.5,18.8,68.7,5.15
850.1,26.6,6.4,45.9,21.2,46.1,5.44
1087.2,29.2,6.87,53.3,133.3,69.0,5.8
546.0,26.7,6.15,38.1,55.7,60.3,5.15
815.4,20.3,6.87,58.2,95.9,57.2,5.15
907.2,36.0,6.94,26.8,48.2,29.1,5.42
973.3,28.5,7.37,6.9,21.7,12.2,4.57
844.1,35.2,6.02,33.1,281.6,66.0,5.8
708.2,26.7,5.75,23.2,66.7,60.7,5.49
593.1,23.6,6.25,67.2,11.2,37.0,5.76
821.5,29.3,5.73,72.2,41.7,39.5,5.4
532.0,26.9,6.95,24.0,32.0,52.2,5.06
100.0,22.1,5.57,64.4,19.3,80.9,3.66
909.1,35.3,8.37,59.3,216.8,85.0,5.71
1026.0,24.9,7.54,21.5,170.2,26.3,5.92
209.3,18.8,6.51,39.1,17.8,26.3,3.06
547.6,34.6,7.19,36.3,34.7,56.5,4.39
954.8,25.5,5.19,56.2,114.9,64.0,5.36
1314.4,25.0,8.52,26.6,18.7,63.6,3.75
805.2,19.2,6.03,43.5,71.6,82.9,5.6
618.0,36.7,6.4,34.7,96.3,96.6,5.27
754.3,21.6,5.02,52.1,84.9,12.8,5.56
1143.7,28.3,6.89,41.7,98.0,50.7,5.43
638.5,32.6,5.61,37.0,98.1,12.9,5.11
600.2,30.1,6.58,41.8,267.8,29.2,5.63
679.3,27.7,6.06,75.5,34.0,27.3,5.38
561.7,19.5,5.64,38.7,168.7,72.3,5.57
830.7,24.0,5.86,29.4,1.8,64.4,5.33
1206.2,28.9,6.68,53.8,27.2,35.5,4.88
880.8,24.1,5.47,42.8,4.0,37.9,5.1
736.9,29.0,5.9,23.8,84.3,54.1,6.13
727.0,31.4,7.03,78.5,8.5,56.6,4.99
409.2,32.8,8.58,39.7,149.5,17.0,4.68
1020.8,21.9,6.88,39.3,83.2,47.4,5.44
780.5,39.0,5.77,47.4,2.3,22.0,4.5
754.9,31.8,6.21,71.0,100.4,68.1,5.19
1598.3,28.0,6.53,19.8,158.5,74.8,2.79
874.7,33.4,6.22,49.1,86.6,56.4,5.47
612.1,39.8,7.22,76.3,2.5,26.4,4.12
693.4,20.8,6.67,46.9,156.1,67.2,6.07
1087.1,26.9,7.23,26.5,105.5,39.8,5.82
828.3,16.1,6.25,35.7,38.0,10.8,5.21
440.4,29.0,7.56,48.1,31.9,27.5,5.04
1029.8,29.8,6.37,65.0,52.3,70.8,5.82
633.0,27.8,5.72,39.9,161.5,39.0,5.38
1268.3,24.7,8.24,57.4,23.2,32.4,4.91
1070.0,17.8,5.04,23.5,8.5,61.1,4.4
688.2,29.9,5.91,23.3,160.0,74.3,5.72
1120.3,35.3,6.0,37.8,2.1,79.1,4.92
817.0,25.0,8.51,66.6,193.5,26.6,6.02
1013.2,30.2,7.95,46.0,29.2,34.0,5.15
921.2,20.2,7.7,49.3,56.8,45.2,5.52
588.4,30.3,6.24,49.2,11.4,78.3,5.86
639.1,26.0,8.44,61.6,186.0,67.7,5.15
1057.5,24.2,6.79,35.8,110.9,38.5,5.21
716.3,24.2,7.28,55.3,206.3,38.8,5.5
699.1,26.0,6.64,32.5,92.0,77.2,5.5
561.2,29.9,6.46,74.7,16.3,50.1,4.89
905.9,21.4,6.3,33.0,29.5,50.5,5.89
1315.6,26.0,6.33,31.8,53.4,55.9,4.97
533.1,27.8,6.99,53.2,74.8,92.7,5.68
806.1,22.5,6.79,46.2,208.8,68.1,6.3
1153.1,37.0,6.47,49.9,38.8,47.2,4.81
780.1,23.7,7.71,48.4,97.1,13.6,5.63
913.1,24.7,4.13,28.6,259.6,15.2,5.62
534.4,23.1,6.91,69.2,13.2,31.8,5.37
907.1,37.0,7.07,58.4,158.9,12.4,5.36
753.2,30.8,7.42,65.4,43.7,38.4,5.47
1046.4,23.3,6.45,37.1,105.5,45.6,5.6
1096.8,33.5,6.67,51.2,27.8,45.7,4.92
1447.4,29.0,7.29,48.0,32.5,59.8,3.19
944.9,29.3,7.69,61.9,2.2,37.3,5.2
881.4,26.3,6.26,62.4,284.4,27.0,5.9
848.6,24.3,6.71,47.9,134.3,60.5,5.67
711.7,29.7,7.84,22.2,7.9,10.9,4.93
884.6,25.3,4.8,71.7,350.0,85.0,6.02
726.1,37.1,5.95,53.3,74.3,16.0,5.34
842.1,21.7,7.67,35.9,153.8,60.7,5.28
1129.4,35.7,7.37,51.1,5.5,70.0,4.43
548.4,27.4,6.92,22.3,39.5,72.8,5.56
1085.0,29.5,6.14,60.8,88.6,45.0,4.97
1129.3,32.2,5.79,22.9,9.0,44.5,4.67
770.5,24.8,6.03,41.7,53.7,36.8,5.31
269.5,32.3,7.74,48.7,46.8,5.4,3.74
648.0,14.5,6.0,60.6,19.5,72.0,5.22
1124.2,24.4,6.58,46.6,28.6,49.5,5.38
794.3,23.4,5.9,54.5,273.2,69.1,6.35
550.2,21.7,7.17,44.6,27.2,32.4,6.09
673.8,26.9,6.07,44.5,19.2,39.6,5.44
1010.2,29.9,6.42,46.3,61.5,38.5,5.4
936.7,31.5,5.15,42.2,88.9,35.0,5.78
740.3,29.2,5.21,19.7,103.3,72.6,5.9
708.3,24.7,6.51,33.5,112.3,42.3,5.94
702.1,29.8,5.44,48.7,3.0,76.2,5.31
569.4,28.6,8.18,41.3,40.0,34.8,5.37
1203.8,32.7,4.85,42.7,119.0,72.6,4.61
719.4,31.9,5.86,40.1,188.2,50.1,5.51
1104.3,28.2,6.51,32.0,73.7,71.4,5.44
1180.3,23.5,6.21,37.6,4.3,16.1,5.4
1049.6,24.7,5.62,40.4,40.4,44.2,5.26
692.1,25.3,5.73,45.1,6.2,38.8,5.46
900.9,26.4,5.71,50.9,110.4,52.7,5.32
794.0,29.3,6.27,42.3,5.2,37.4,5.18
574.1,31.6,8.06,29.6,16.4,69.9,5.13
881.1,27.7,6.56,24.0,43.2,24.0,5.61
505.2,28.1,7.45,84.0,49.7,72.2,5.69
1096.9,28.7,6.91,28.1,41.7,71.6,4.92
683.8,25.4,7.39,37.2,49.8,15.7,5.53
850.3,23.4,4.26,52.8,99.9,34.4,5.28
870.8,19.2,6.26,50.4,36.9,83.5,5.73
735.3,24.5,7.55,52.8,63.5,28.2,5.46
946.7,30.4,6.04,38.4,28.9,40.9,4.88
681.3,24.5,7.91,48.6,34.9,17.0,5.58
1017.8,26.8,7.69,45.9,76.1,73.4,5.33
463.5,30.3,6.12,40.3,53.9,70.5,5.1
831.6,30.6,6.1,48.7,102.7,43.3,5.73
1284.7,22.6,5.69,60.8,65.8,76.4,4.71
549.9,33.0,6.0,44.7,130.2,51.6,4.47
630.6,33.6,5.51,44.8,46.9,79.0,4.84
928.5,22.4,6.84,61.0,54.0,39.8,5.51
844.9,23.9,5.34,59.4,88.7,45.9,6.39
887.7,34.0,6.98,68.8,20.0,68.0,4.98
922.3,27.3,7.0,18.7,39.0,59.7,5.34
958.7,16.9,5.17,58.6,78.4,37.8,5.67
1077.4,21.0,7.74,54.0,2.3,89.6,5.36
902.5,26.8,6.91,31.7,46.0,38.5,5.69
739.7,22.2,7.1,48.8,73.1,90.2,5.89
968.1,25.9,5.89,60.8,273.8,72.5,5.33
1275.0,28.2,7.0,32.6,167.7,56.7,4.37
766.8,35.3,7.4,51.6,26.4,72.1,4.97
556.4,26.5,6.42,58.1,56.6,68.1,5.41
1076.8,33.4,8.1,28.9,4.6,58.2,5.06
769.9,35.1,6.54,42.9,22.0,40.3,5.2
256.8,35.2,7.41,49.5,119.3,64.2,3.95
1011.9,29.4,6.73,33.1,10.5,84.5,5.28
666.2,18.2,6.97,31.8,23.8,29.9,5.67
777.4,30.3,5.16,43.0,230.7,74.5,5.85
883.0,33.2,6.8,57.0,138.9,33.7,5.76
847.6,27.6,5.91,54.7,121.8,47.5,5.68
977.4,36.7,5.82,32.1,159.9,97.7,4.73
691.1,32.3,7.9,54.8,110.8,79.3,5.75
928.3,30.8,6.33,32.5,10.3,20.6,5.34
735.1,33.4,5.7,20.8,58.1,66.1,5.6
984.7,29.7,6.21,39.5,47.0,16.0,5.39
953.8,15.5,5.46,61.8,29.8,81.1,5.93
566.1,25.5,7.65,54.8,143.7,82.1,5.39
1071.5,34.0,5.94,45.0,49.9,74.2,4.81
666.0,24.0,6.92,38.7,5.0,50.6,5.4
1002.0,26.9,7.58,39.2,25.7,28.3,5.2
891.8,22.8,6.1,46.6,20.8,42.5,5.49
1259.5,36.9,6.93,29.0,174.8,60.9,4.35
744.1,36.4,5.68,39.8,83.4,21.0,5.05
712.7,23.6,8.46,41.8,65.7,42.8,5.26
795.1,28.7,7.25,24.7,56.5,77.7,5.34
724.2,24.6,6.35,32.4,84.0,11.9,5.8
1000.0,31.1,5.88,51.2,112.5,37.9,5.85
395.9,30.5,6.41,45.1,64.7,50.3,5.91
536.6,32.1,6.23,40.4,222.8,42.3,5.55
